id,name,price,shop,品牌,内存,CPU,销量
6573238643986,七彩虹将星X15/17游戏笔记本电脑隐星P15/16学生i7独显4060橘宝R15轻薄 X15i7-11800H/RTX3050 16G内存+512G固态可升级定制 正品样机|支持验机,300,HUVE笔记本旗舰店,七彩虹,2857GB,Intel i7,2643
9417160241394,长城国家补贴20% Gbook D15N笔记本电脑15.6英寸新款英特尔12代N100轻薄大屏性能本45.6Wh电池16G+512G,3750.940753,联想商用丽邦专卖店,宏碁,2858GB,Intel i5,2015
9334288427174,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 AI终端英特尔16pro+4K窄边全面屏蓝光级 16G...,5270.659056,机械师MACHENIKE旗舰店,联想,2859GB,Intel i3,248
7673030981828,神舟HASEE国家补贴20%战神Z8 12代酷睿i5 15.6英寸游戏本笔记本电脑(i5-12450H RTX4060 16G 512G),6988.257565,麦洛二手商品专营店,雷神,2860GB,Intel i7,1671
6644999881764,惠普HP国家补贴20%星Book Pro 16 大屏轻薄笔记本电脑(酷睿i7-13700H 16G 1TB 2.5K 120Hz EVO)银,5614.35579,闪跑侠显示器官方旗舰店,戴尔,2861GB,Ryzen 5,996
9407467236097,雷神911x猎荒者笔记本电脑911MT黑武士RTX4060独显轻薄游戏本15.6英寸 16GB内存+512G固态硬盘 i5-9300H-GTX1650独显4G 官方标配可升级定制,300,华硕汉腾专卖店,其他,2862GB,Ryzen 7,2100
4491217159162,华为笔记本电脑matebook D14SE超轻薄商务办公学生设计游戏便携14英寸 D14R5-4500U/16G/512G 14寸轻薄商务 官方标配+399元配置礼包,6592.198166,DRER笔记本旗舰店,微星,2863GB,M2,1801
9750324299995,长城国家补贴20% Gbook D15N笔记本电脑15.6英寸新款英特尔12代N100轻薄大屏性能本45.6Wh电池16G+512G,5994.67213,联想亿景专卖店,七彩虹,2864GB,Intel N系列,211
1633641165281,戴尔二手笔记本电脑14/15.6英寸便携绘图编程代码轻薄商务办公本 9新顶配i7四代独显20G+512G固-14款,3850.694174,京选品质二手电脑专营店,其他,2865GB,Ryzen 5,1179
6110433270304,i9+4060独显笔记本电脑4K高性能粉色轻薄本学生设计办公AI游戏本 智能AI+英特尔i7级Pro粉4K级护眼+指纹 32G高速运存+1T固态,10000,联想商用办公官方旗舰店,小米,2866GB,M1,387
2825437649553,联想小新Pro14 2025轻薄笔记本电脑 锐龙7 H 255 24G 1T 2.8K OLED 120Hz  1100nits国家补贴20%,1585.489097,华硕电脑旗舰店,苹果,2867GB,M2,670
1640828448408,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 AI终端酷睿i7满血独显全能电竞游戏本 32G内存+1TB超速硬盘,617.0659631,HALIWEI旗舰店,lg,2868GB,AMD 锐龙,1465
3359389737232,联想笔记本电脑国家补贴20%Pro升级版14.1英寸轻薄游戏本大学生剪辑设计办公异能者笔记本手提电脑 新升级 N150 16G+512G固态 P14H,10000,联想惠选电子专卖店,小米,2869GB,Intel N系列,871
5405351598107,华硕天选5 锐龙版国家补贴20% 高性能RTX4050系显卡高色域电竞游戏学生设计手提笔记本电脑 天选5/R7-8845H/RTX4050/灰 16G内存+512G固态,7542.422566,凌雄科技二手商品专营店,神舟,2870GB,Intel i5,1560
6954146953303,机械革命国家补贴20%蛟龙15K 国家补贴20% 满功耗独显游戏蛟龙16Pro锐龙版电竞轻薄办公笔记本电脑 旗舰版R7丨满功耗3050丨165 16G-512 15.6英寸,3887.088398,小新Think官企办公本小店,三星,2871GB,Intel i5,1016
2045434892417,七彩虹隐星P15新款游戏本  酷睿12代 高性能 满性能列独显 大学生办公笔记本电脑 I5-12450H 国家补贴16G 512G 3050 15.6英寸|144hz|高色域,6832.282403,LAVRIKOW旗舰店,联想,2872GB,Ryzen 9,587
7027706534591,机械革命国家补贴20%无界15X(R7-8745HS 32G 1T 120Hz 2.5K 高色域)轻薄本办公商务本游戏本笔记本电脑,6746.549557,童昇一九科技电脑整机专营店,火影,2873GB,Intel 其他,1564
9674292506511,华硕华硕a豆14Air轻薄便携智能高颜值高性能笔记本电脑办公设计女pro 1411代i5/16G/512G 14英寸 高性能轻薄 标配+699赠品礼包,5810.120671,机械师MACHENIKE旗舰店,机械革命,2874GB,Ryzen 9,500
5983856936071,HUATWAI2025款国行全新英特尔16代笔记本电脑IPS高清全面屏商务办公学习手提便携轻薄本大学生游戏工作本 英特尔16代 银色8G+256G固态 IPS高清屏,6508.87546,联想商用融合汇通专卖店,微星,2875GB,Intel i9,375
4668611236726,联想小新air14plus笔记本电脑超轻薄便携商务办公学生设计家用网课2K Air14R5-3500U/12G/512G 14英寸 高清护眼屏 官方标配+399赠品礼包,300,京亿国度电竞主机店,惠普,2876GB,Intel 其他,809
3907846275790,联想拯救者R7000P 2025补贴20% AI元启R7标压 RTX4060满血游戏3A 16英寸学生政府可选昭阳笔记本电脑 全新六核7000系 32G-1TB丨升级X5 高速固态丨疾速WiFi6技术,7688.756388,正麦笔记本旗舰店,宏碁,2877GB,Intel i5,1193
5462379019762,ThinkPad国家补贴20%联想ThinkBook 16+ 全能本 锐龙7 R7-8745H 24G 512G 2.5K 高刷屏办公笔记本电脑,815.986094,HUMI旗舰店,机械革命,2878GB,Intel 其他,578
6647140238040,荣耀笔记本X16 Plus 锐龙版国家国补20%16英寸大屏 高性能AI全能轻薄笔记本电脑 R7-8845HS 32G+1T/2.5K丨冰河银 自带正版Windows+office,6601.321241,联想众信授权专卖店,雷神,2879GB,M2,2402
4845476394707,华为HUAWEI国家补贴20%笔记本电脑MateBook D14 SE 2025新款Linux系统 14英寸学生性能轻薄本商务办公本 SE银丨i5-12450H 16G 512G固态 店铺预装,3693.3223,鼎胜二手电脑专营店,荣耀,2880GB,M2,243
1722400936686,华硕天选air5Pro/天选4/天选3笔记本电脑畅玩黑神话悟空学生游戏本商务画图设计办公本4060/4070独立显 16GB+1TB固态硬盘 天选3-i7-12700H-RTX3060 正品展机-支持,300,鼎胜二手电脑专营店,宏碁,2881GB,Ryzen 7,988
9228256882834,华硕无畏14国家补贴20%高性能轻薄笔记本电脑 星辰银 512G i5-13500H 16G,4698.573848,机械革命华之嘉专卖店,戴尔,2882GB,M2,830
5597539704284,联想笔记本电脑小新Pro14 2025可选酷睿i5 i7 高性价轻薄本大学生商务办公本游戏本可选异能者 N100 16G内存 512G固态丨P14H标配 默认,1605.029157,亿盛源电脑办公专营店,神舟,2883GB,Ryzen 5,2340
9829498824928,天选者5pro官方补贴20%2025新款笔记本电脑酷睿i9独显4060高性能金属AI设计电竞游戏本轻薄本 12核酷睿I7+4G满血独显畅玩大型3A星空银 32G内存+2TB...,10000,童昇一九科技电脑整机专营店,小米,2884GB,M1,2416
3163183328792,华为HUAWEIMateBook X Pro轻薄便携触屏高配商务办公笔记本展机 1.matebook X I7高配/8G/512G 512GB纯固态 x  16GB x  标准套餐,300,夏忆九五新电脑数码经营部,小米,2885GB,Ryzen 5,2302
3287839641967,隐星G15游戏笔记本电脑15.6英寸电竞高色域高刷学生设计剪辑将星X15升级款AI手提本 国家补贴G15灰i5 16G 512G官标 RTX4060 8G独显,4589.506538,联想笔记本授权专卖店,华硕,2886GB,Intel i9,1413
2645325191943,神舟HASEE国家补贴20%优雅X6-16英寸轻薄本商务办公本笔记本电脑(i5-12450H 16GB 512G WiFi6)银色,6666.809476,海尔笔记本旗舰店,联想,2887GB,M2,1549
8071284193555,联想笔记本电脑小新14 2025高性能轻薄本 英特尔酷睿标压i5 24G 512G 高色域 办公国家补贴20%,402.172815,京亿国度电竞主机店,宏碁,2888GB,AMD 锐龙,1689
3868136130162,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 AI终端酷睿i7满血独显全能电竞游戏本 32G内存+1TB超速硬盘,8576.689718,机械革命MECHREVO旗舰店,华硕,2889GB,Intel i3,940
8278745018563,微星MSI星影15 AI 锐龙版国家补贴20%15.6英寸游戏笔记本电脑( R7-8845HS RTX4060 16G 512GB 2.5K),8670.546887,Matebook笔记本经营部,惠普,2890GB,Intel i5,1125
6254346794448,极光E学生设计办公笔记本电脑 旗舰酷睿i5HX丨RTX4060满血 标配:16G内存+512G固态丨官方补贴 1,10000,速系电脑整机旗舰店,华硕,2891GB,Intel i9,2559
5707240792050,七彩虹Colorful隐星P15游戏笔记本电脑12代酷睿标压电竞屏学生PS剪辑设计AI高刷电竞本电脑 国家补贴P15灰i5 16G 512G官标 RTX3050-电竞独显,6975.749888,联想笔记本授权专卖店,机械革命,2892GB,Ryzen 7,1722
8115442255154,华硕无畏16 酷睿版 国家补贴20%标压处理器 2.5K 144Hz高分高刷高性能轻薄笔记本电脑 标压i5-13500H  32G 1T  2.5K 银色,5665.438807,联想授权笔记本电脑专卖店,神舟,2893GB,Intel i3,728
5639539253445,MI小米笔记本电脑pro16xiaomibook轻薄商务办公学生设计师大屏高刷 pro15i5-10210U/Mx250独显 轻薄商务 标配+399元赠品礼包,4631.277938,首创二手电脑专营店,海尔,2894GB,Intel N系列,363
8064416627774,神舟HASEE国家补贴20%战神S8 13代酷睿i7 游戏本笔记本电脑(i7-13620H 16G 512G RTX4060 144Hz),3133.843245,一机一检二手电脑专营店,荣耀,2895GB,AMD 锐龙,143
6824417305360,华为HUAWEImatebook D14/数字14笔记本电脑超轻薄本学生商务办公本设计便携 D14十代i5/16G/独显 咨询客服享好礼  默认512G固态,2383.512821,联想佳丰专卖店,戴尔,2896GB,Intel N系列,230
5579263089677,小米红米RedmiBook 14笔记本电脑流畅不卡顿高效高性能商务轻薄本 i5 8代8 256红米13/14办公推荐 Redmi 轻薄笔记本,940.140277,异能者 ERAZER电脑办公旗舰店,荣耀,2897GB,Intel i7,1479
5502646718920,宏碁acer非凡Go公主本 泡泡玛特联名限量款 14英寸轻薄本 学生办公笔记本电脑 (13代标压i5 16G 1T 2.2K)粉,3466.40556,HWED笔记本旗舰店,机械革命,2898GB,Intel 其他,1698
3069332201174,i5 i7四核惠普 联想 戴尔 华硕二手笔记本电脑游戏设计 办公笔记本电脑12 14 15 17寸 14寸惠普B系列1 官方套餐 9成新,10000,瑞程二手电脑专营店,微星,2899GB,M1,968
8448749410403,15.6英寸高性能独显游戏本笔记本电脑畅玩黑悟空 R7-7435H/RTX4050 16G内存/512G高速固态硬盘 144Hz 高色域电竞屏 日蚀灰,9448.090794,七彩虹电脑整机旗舰店,戴尔,2900GB,AMD 其他,554
6930740099493,联想ThinkPad X1 Carbon酷睿i7笔记本电脑商务办公碳纤维旗舰超轻薄本 酷睿i7满血增强版 2.5K超高清屏 碳纤维机身超轻薄1.09Kg 16GB内存+512GB固态硬盘,10000,COLORFIRE电竞旗舰店,苹果,2901GB,Intel N系列,2567
2366300684964,笔记本电脑补贴20% 锐龙全能本昭阳/小新轻薄高性能商务办公学生游戏设计手提本 升级R5-7430U 8G 512G固态联想X5 性价比标杆丨办公首选丨,300,七彩虹电脑旗舰店,戴尔,2902GB,其他,2604
5237018090498,联想拯救者Y7000P 2025补贴20%游戏笔记本电脑酷睿i7满血4060独显 可选昭阳X3核显大学生工作站CAD建模 i7-13620H 32G内存 1TB固态升级X3 全新升级 官方正品丨1w+,1127.820152,夏忆九五新电脑数码经营部,联想,2903GB,AMD 锐龙,1115
9161704174754,联想拯救者R7000P  16英寸电竞游戏本笔记本电脑(锐龙7 8845H 16G 1T RTX4060 2.5K )灰 国家补贴20%,1393.267553,联想众信授权专卖店,神舟,2904GB,Ryzen 9,587
4964380705985,玩嘉国补20% 2025 笔记本电脑轻薄本学生网课设计手提金属商务办公本  16pro高端 银色16G+512GB,5912.787702,趣机甄选二手电脑专营店,三星,2905GB,Intel i9,401
8583068063769,联想拯救者Y9000P 2025游戏笔记本满血5090独显Ai至尊版 补贴20%可选Y7000/G5000大学生设计师昭阳电竞 RTX4050独显i7-13650HX丨G5000 16G 512固态,8284.691696,DRER笔记本旗舰店,机械革命,2906GB,M1,1559
1628293658955,华为HUAWEI平板笔记本二合一 轻薄长续航华为MateBook E GO办公笔记本电脑 十一代i5级8+256| 日常办公 正品支持验机 全系列2K高清分辨率,2267.324105,星人国际二手电脑专营店,苹果,2907GB,M1,902
3606900361012,联想(Thinkpad) ThinkPad系列 联想笔记本 二手笔记本电脑 商务办公 ThinkPad E480,300,机械革命游戏电脑旗舰店,其他,2908GB,Ryzen 5,1744
1144722160867,七彩虹Colorful隐星P16 Pro 13代酷睿i9 16英寸游戏笔记本电脑(i9-13900HX 16G 1T RTX5070 165Hz,2063.463098,新联享优选经营部,华为,2909GB,Intel 其他,1765
1731994317683,戴尔DELL游匣G15/G16游戏本笔记本电脑i9独显4060大学生办公轻薄设计游戏 G15i7-10870H/3060-行业爆款 16G内存+512G固态可升级 展示样机|支持验机,6885.454814,京控优选二手电脑专营店,外星人,2910GB,Ryzen 7,301
8789633031375,华为HUAWEIMateBook D14 SE笔记本电脑国家补贴20%2024款13代酷睿标压 14英寸护眼全面屏 轻薄商务办公 24款SE丨银 i5-13420H 16G 1T,2981.010882,广州至诚数码二手电脑专营店,三星,2911GB,M3,1175
2712844313054,荣耀笔记本 X16 Plus 锐龙版国家补贴AI全能轻薄笔记本 16吋高性能R7-8845HS 32G 1T 2.5K 120Hz屏,9635.36916,速系电脑整机旗舰店,华为,2912GB,M1,1440
5297207925703,i7级独显64G笔记本电脑游戏本高性能轻薄本学生网课AI设计商务办公编程 拯救系列英特尔i7级Pro9D自然光屏 64G超速运存+1T超大固态店长力推,2593.107251,扬宏诺笔记本专营店,荣耀,2913GB,Intel N系列,2040
7122124671276,机械革命国家补贴20%蛟龙15K 15.6英寸 游戏笔记本电脑锐龙R7 满血3050 R7-7435H丨165Hz 16+512,300,联想蓝坤专卖店,华为,2914GB,Intel i5,2051
8646464662495,华硕无畏14 国家补贴20%高性能标压i5 14英寸16:10高清全面屏轻薄便携笔记本电脑(i5-13500H 16G 512G),300,NAIWO旗舰店,联想,2915GB,M1,1276
8000706791919,Apple/苹果国家补贴AI笔记本/2025款MacBookAir 15英寸M4(10+10核)16G 256G银色电脑MW1G3CH/A,4820.447762,戴尔DELL云天盛专卖店,联想,2916GB,M1,1592
2121220330290,华为matebook14笔记本电脑商务办公学生设计轻薄本HUAWEI14英寸2K触屏 i5-10210U/16G/512G/2K独显触屏 14寸2K护眼屏 原装正品 标配+赠品大礼包,2594.994937,南风九五新电脑数码经营部,七彩虹,2917GB,M2,1858
4506753423391,得峰国家补贴20%14英寸笔记本电脑 英特尔游戏超轻薄笔记本电脑 高性能轻薄本 固态128G硬盘,7292.637278,机械师MACHENIKE旗舰店,小米,2918GB,其他,2171
5079767197855,华硕ASUS天选3/2 15.6寸游戏本4飞行堡垒7/8 3060吃鸡永劫电竞设计二手笔记本电脑 高配通杀I7-8750H/GTX1050Ti 16GB内存+512G固态硬盘 95-99新附,1322.212262,闲拍优品二手电脑专营店,神舟,2919GB,Ryzen 9,1530
9726711397445,惠普HP国家补贴20%锐14 AMD锐龙 14英寸轻薄笔记本电脑(六核R5-7530U 8G 512G 指纹 一年上门),4598.510745,联想授权旗舰店,微星,2920GB,Ryzen 9,1660
6939959836162,ThinkPad国家补贴20%E16 16英寸联想轻薄大屏笔记本电脑 R7-7735H 32G 1T 黑 商务大屏 AI生态,3352.449193,HUATWAI电脑办公旗舰店,宏碁,2921GB,其他,1890
1288381721334,方正鲲鹏系列笔记本电脑国家补贴20%轻薄办公本15.6英寸英特尔N100高性能16G商务娱乐256G手提电脑,2567.569153,官正电竞游戏本拼购店,雷神,2922GB,Intel i3,1963
2886118865275,机械革命MECHREVO蛟龙15K国家补贴20% 15.6英寸锐龙R7游戏本RTX3050学生电竞高刷笔记本电脑 旗舰R7/3050/165Hz 16G-512G,10000,ThinkBook笔记本旗舰店,机械革命,2923GB,M1,2614
3213281700065,荣耀笔记本 X16 2025 国家补贴13代酷睿标压i5 16G 1T 全金属机身 16吋护眼屏 轻薄笔记本电脑 灰,2593.575698,扬宏诺笔记本专营店,机械革命,2924GB,AMD 锐龙,175
5939724816059,联想小新Pro14笔记本电脑  2025可选酷睿i5高性能超轻薄本 设计扬天v办公大学生游戏本air14异能者可选 N100 16G内存 1TB高速固态 P14H IPS全高清屏 满血性能...,4530.452901,ThinkPad笔记本专卖店,三星,2925GB,Ryzen 7,1369
4413620111193,宏碁acer笔记本电脑可选四核英特尔大屏超轻薄本 2025新非凡英特尔四核N150|16英寸 尊享8G+512G PCIE 官配,7342.39364,机械革命游戏电脑旗舰店,微星,2926GB,M1,1430
7619518104762,方正国家补贴20%笔记本电脑展翅系列15.6寸轻薄本酷睿i5-1240P办公本32G高性能1TB大容量学习手提电脑,5616.598862,戴尔速达专卖店,机械革命,2927GB,Intel 其他,722
1045074964161,海尔笔记本电脑超轻薄本便携手提电脑游戏本四核男女学生上网本窄边框商务远程办公专用超级本 14英寸升级英特尔四核8G内存+IPS屏 256G固态双...,10000,好物购笔记本旗舰店,戴尔,2928GB,Ryzen 5,2068
4609707373404,华硕ASUS二手笔记本电脑 学习办公14寸便携轻薄笔记本电脑手 游戏笔记本电脑二手 9成新 店长推荐i5cpu 8内存+240G固态 独显,1531.136578,星晟二手电脑专营店,其他,2929GB,Intel i5,414
9105688466382,ThinkPadThinkbook 16+ 2025补贴20%旗舰锐龙R7高性能轻薄商务办公大学生游戏设计昭阳手提联想笔记本电脑 16英寸R5-7430U 16G 1T固态升级X5 可选2.5K 12,300,联想有点授权专卖店,荣耀,2930GB,Intel N系列,1624
1085961445551,H&U&W国行2025新英特尔+酷睿i7笔记本电脑轻薄本大学生办公便携高性能游戏本商务设计AI标压手提本 15代14英寸英特尔IPS护眼+9D蓝光全面屏 16G内...,300,大福门二手电脑专营店,戴尔,2931GB,M1,1370
4036648290613,联想ThinkPad X13/L13/X390轻薄出差便携二手笔记本电脑13.3寸九成新商务办公游戏 超值L13 10代 8G 256G固态 95新,300,七彩虹笔记本电脑专卖店,宏碁,2932GB,M3,1255
6293348841065,机械革命国家补贴20%无界14X暴风雪(R7-8745HS 32G 1T 120Hz 2.8K 高色域)轻薄本游戏本笔记本电脑,3631.553874,HUMI旗舰店,七彩虹,2933GB,M3,782
6879261181648,联想拯救者Y9000P 黑神话悟空酷睿24核i9-14900HX RTX4060 16英寸设计电竞笔记本元启冰魄白可选 i9-14900HX/RTX4060冰魄白 标配32G内存/1TB固态硬盘,3910.465607,Founder方正笔记本电脑旗舰店,海尔,2934GB,M1,1367
5235071523606,苹果AppleMacBook  Pro Air 超薄商务学习 二手笔记本电脑 95新13寸轻薄 i5-8G512G固态,9245.287289,华硕电竞官方旗舰店,惠普,2935GB,M2,2386
